"tahun,provinsi,kabupaten_kota,kecamatan,kelurahan,jenis_kelamin,pekerjaan,jumlah"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,LAKI-LAKI,Pensiunan,205"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,LAKI-LAKI,Pegawai Negeri Sipil,160"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,LAKI-LAKI,Tentara Nasional Indonesia,34"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,LAKI-LAKI,Kepolisian RI,17"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,LAKI-LAKI,Perdagangan,21"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,LAKI-LAKI,Petani/Pekebun,6"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,LAKI-LAKI,Industri,6"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,LAKI-LAKI,Konstruksi,3"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,LAKI-LAKI,Karyawan Swasta,6279"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,LAKI-LAKI,Karyawan BUMN,61"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,LAKI-LAKI,Karyawan BUMD,2"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,LAKI-LAKI,Karyawan Honorer,23"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,LAKI-LAKI,Buruh Harian Lepas,426"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,LAKI-LAKI,Buruh Tani/Perkebunan,1"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,LAKI-LAKI,Pembantu Rumah Tangga,0"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,LAKI-LAKI,Tukang Jahit,7"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,LAKI-LAKI,Mekanik,2"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,LAKI-LAKI,Seniman,5"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,LAKI-LAKI,Pendeta,16"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,LAKI-LAKI,Wartawan,9"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,LAKI-LAKI,Ustadz/Mubaligh,1"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,LAKI-LAKI,Anggota DPR-RI,1"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,LAKI-LAKI,Anggota Mahkamah Konstitusi,5"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,LAKI-LAKI,Dosen,17"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,LAKI-LAKI,Guru,39"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,LAKI-LAKI,Pilot,1"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,LAKI-LAKI,Pengacara,14"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,LAKI-LAKI,Arsitek,1"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,LAKI-LAKI,Konsultan,1"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,LAKI-LAKI,Dokter,23"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,LAKI-LAKI,Bidan,0"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,LAKI-LAKI,Perawat,0"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,LAKI-LAKI,Pelaut,12"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,LAKI-LAKI,Sopir,102"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,LAKI-LAKI,Pedagang,220"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,LAKI-LAKI,Perangkat Desa,1"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,LAKI-LAKI,Wiraswasta,1699"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,LAKI-LAKI,Lainnya,46"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,LAKI-LAKI,Belum/Tidak Bekerja,99"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,LAKI-LAKI,Mengurus Rumah Tangga,1"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,LAKI-LAKI,Pelajar/Mahasiswa,64"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,LAKI-LAKI,Pensiunan,200"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,LAKI-LAKI,Pegawai Negeri Sipil,194"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,LAKI-LAKI,Tentara Nasional Indonesia,35"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,LAKI-LAKI,Kepolisian RI,12"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,LAKI-LAKI,Petani/Pekebun,1"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,LAKI-LAKI,Nelayan/Perikanan,2"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,LAKI-LAKI,Industri,2"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,LAKI-LAKI,Konstruksi,1"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,LAKI-LAKI,Transportasi,3"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,LAKI-LAKI,Karyawan Swasta,4088"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,LAKI-LAKI,Karyawan BUMN,48"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,LAKI-LAKI,Karyawan BUMD,5"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,LAKI-LAKI,Karyawan Honorer,17"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,LAKI-LAKI,Buruh Harian Lepas,799"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,LAKI-LAKI,Pembantu Rumah Tangga,0"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,LAKI-LAKI,Tukang Jahit,8"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,LAKI-LAKI,Penata Rias,0"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,LAKI-LAKI,Mekanik,8"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,LAKI-LAKI,Seniman,10"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,LAKI-LAKI,Pendeta,1"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,LAKI-LAKI,Wartawan,13"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,LAKI-LAKI,Ustadz/Mubaligh,1"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,LAKI-LAKI,Dosen,8"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,LAKI-LAKI,Guru,67"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,LAKI-LAKI,Pilot,3"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,LAKI-LAKI,Pengacara,6"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,LAKI-LAKI,Notaris,1"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,LAKI-LAKI,Arsitek,1"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,LAKI-LAKI,Konsultan,1"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,LAKI-LAKI,Dokter,11"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,LAKI-LAKI,Bidan,0"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,LAKI-LAKI,Perawat,4"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,LAKI-LAKI,Pelaut,3"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,LAKI-LAKI,Sopir,75"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,LAKI-LAKI,Pedagang,238"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,LAKI-LAKI,Wiraswasta,1373"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,LAKI-LAKI,Lainnya,25"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,LAKI-LAKI,Belum/Tidak Bekerja,141"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,LAKI-LAKI,Mengurus Rumah Tangga,0"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,LAKI-LAKI,Pelajar/Mahasiswa,82"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,LAKI-LAKI,Pensiunan,438"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,LAKI-LAKI,Pegawai Negeri Sipil,361"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,LAKI-LAKI,Tentara Nasional Indonesia,42"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,LAKI-LAKI,Kepolisian RI,31"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,LAKI-LAKI,Perdagangan,6"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,LAKI-LAKI,Peternak,1"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,LAKI-LAKI,Nelayan/Perikanan,1"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,LAKI-LAKI,Industri,2"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,LAKI-LAKI,Konstruksi,1"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,LAKI-LAKI,Transportasi,1"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,LAKI-LAKI,Karyawan Swasta,5774"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,LAKI-LAKI,Karyawan BUMN,161"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,LAKI-LAKI,Karyawan BUMD,7"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,LAKI-LAKI,Karyawan Honorer,13"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,LAKI-LAKI,Buruh Harian Lepas,517"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,LAKI-LAKI,Buruh Tani/Perkebunan,1"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,LAKI-LAKI,Pembantu Rumah Tangga,0"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,LAKI-LAKI,Tukang Kayu,1"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,LAKI-LAKI,Tukang Jahit,2"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,LAKI-LAKI,Penata Rambut,1"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,LAKI-LAKI,Mekanik,1"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,LAKI-LAKI,Seniman,11"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,LAKI-LAKI,Imam Mesjid,1"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,LAKI-LAKI,Pendeta,4"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,LAKI-LAKI,Wartawan,19"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,LAKI-LAKI,Ustadz/Mubaligh,2"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,LAKI-LAKI,Dosen,16"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,LAKI-LAKI,Guru,108"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,LAKI-LAKI,Pengacara,4"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,LAKI-LAKI,Konsultan,3"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,LAKI-LAKI,Dokter,11"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,LAKI-LAKI,Bidan,0"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,LAKI-LAKI,Perawat,2"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,LAKI-LAKI,Apoteker,1"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,LAKI-LAKI,Pelaut,4"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,LAKI-LAKI,Sopir,63"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,LAKI-LAKI,Pedagang,183"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,LAKI-LAKI,Wiraswasta,1617"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,LAKI-LAKI,Lainnya,16"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,LAKI-LAKI,Belum/Tidak Bekerja,100"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,LAKI-LAKI,Mengurus Rumah Tangga,0"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,LAKI-LAKI,Pelajar/Mahasiswa,64"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,LAKI-LAKI,Pensiunan,179"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,LAKI-LAKI,Pegawai Negeri Sipil,131"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,LAKI-LAKI,Tentara Nasional Indonesia,35"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,LAKI-LAKI,Kepolisian RI,88"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,LAKI-LAKI,Perdagangan,0"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,LAKI-LAKI,Industri,4"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,LAKI-LAKI,Transportasi,1"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,LAKI-LAKI,Karyawan Swasta,3937"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,LAKI-LAKI,Karyawan BUMN,41"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,LAKI-LAKI,Karyawan BUMD,2"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,LAKI-LAKI,Karyawan Honorer,10"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,LAKI-LAKI,Buruh Harian Lepas,302"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,LAKI-LAKI,Pembantu Rumah Tangga,0"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,LAKI-LAKI,Tukang Las/Pandai Besi,1"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,LAKI-LAKI,Tukang Jahit,5"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,LAKI-LAKI,Mekanik,4"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,LAKI-LAKI,Seniman,8"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,LAKI-LAKI,Pendeta,10"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,LAKI-LAKI,Pastor,3"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,LAKI-LAKI,Wartawan,12"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,LAKI-LAKI,Dosen,7"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,LAKI-LAKI,Guru,24"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,LAKI-LAKI,Pilot,1"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,LAKI-LAKI,Pengacara,6"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,LAKI-LAKI,Notaris,1"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,LAKI-LAKI,Akuntan,1"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,LAKI-LAKI,Konsultan,2"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,LAKI-LAKI,Dokter,16"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,LAKI-LAKI,Bidan,0"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,LAKI-LAKI,Perawat,2"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,LAKI-LAKI,Apoteker,1"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,LAKI-LAKI,Pelaut,6"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,LAKI-LAKI,Sopir,47"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,LAKI-LAKI,Pedagang,154"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,LAKI-LAKI,Wiraswasta,997"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,LAKI-LAKI,Lainnya,77"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,LAKI-LAKI,Belum/Tidak Bekerja,91"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,LAKI-LAKI,Mengurus Rumah Tangga,5"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,LAKI-LAKI,Pelajar/Mahasiswa,168"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,LAKI-LAKI,Pensiunan,354"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,LAKI-LAKI,Pegawai Negeri Sipil,344"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,LAKI-LAKI,Tentara Nasional Indonesia,48"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,LAKI-LAKI,Kepolisian RI,28"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,LAKI-LAKI,Perdagangan,4"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,LAKI-LAKI,Petani/Pekebun,2"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,LAKI-LAKI,Industri,3"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,LAKI-LAKI,Konstruksi,5"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,LAKI-LAKI,Karyawan Swasta,5970"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,LAKI-LAKI,Karyawan BUMN,142"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,LAKI-LAKI,Karyawan BUMD,7"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,LAKI-LAKI,Karyawan Honorer,16"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,LAKI-LAKI,Buruh Harian Lepas,529"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,LAKI-LAKI,Buruh Peternakan,1"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,LAKI-LAKI,Tukang Las/Pandai Besi,1"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,LAKI-LAKI,Tukang Jahit,11"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,LAKI-LAKI,Penata Busana,1"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,LAKI-LAKI,Penata Rambut,0"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,LAKI-LAKI,Mekanik,7"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,LAKI-LAKI,Seniman,20"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,LAKI-LAKI,Pendeta,26"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,LAKI-LAKI,Wartawan,18"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,LAKI-LAKI,Ustadz/Mubaligh,5"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,LAKI-LAKI,Dosen,22"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,LAKI-LAKI,Guru,87"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,LAKI-LAKI,Pilot,2"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,LAKI-LAKI,Pengacara,13"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,LAKI-LAKI,Notaris,1"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,LAKI-LAKI,Arsitek,1"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,LAKI-LAKI,Konsultan,5"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,LAKI-LAKI,Dokter,23"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,LAKI-LAKI,Bidan,0"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,LAKI-LAKI,Perawat,5"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,LAKI-LAKI,Apoteker,1"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,LAKI-LAKI,Pelaut,14"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,LAKI-LAKI,Sopir,102"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,LAKI-LAKI,Pedagang,387"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,LAKI-LAKI,Wiraswasta,2403"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,LAKI-LAKI,Lainnya,33"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,LAKI-LAKI,Belum/Tidak Bekerja,37"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,LAKI-LAKI,Mengurus Rumah Tangga,1"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,LAKI-LAKI,Pelajar/Mahasiswa,120"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,LAKI-LAKI,Pensiunan,342"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,LAKI-LAKI,Pegawai Negeri Sipil,234"
"2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,LAKI-LAKI,Tentara Nasional Indonesia,47"
